Duration,AttackType,Count,DestinationBytes,DiffSrvRate,DifficultyLevel,DstHostCount,DstHostDiffSrvRate,DstHostRerrorRate,DstHostSameSrcPortRate,DstHostSameSrvRate,DstHostSerrorRate,DstHostSrvCount,DstHostSrvDiffHostRate,DstHostSrvRerrorRate,DstHostSrvSerrorRate,Flag,Hot,IsGuestLogin,IsHostLogin,Land,LoggedIn,NumAccessFiles,NumCompromised,NumFailedLogins,NumFileCreations,NumOutboundCmds,NumRoot,NumShells,ProtocolType,RerrorRate,RootShell,SameSrvRate,SerrorRate,Service,SourceBytes,SrvCount,SrvDiffHostRate,SrvRerrorRate,SrvSerrorRate,SuAttempted,Urgent,WrongFragment
7777,normal,1,5110,0.0,18,98,0.019999999552965164,0.07000000029802322,0.009999999776482582,0.07000000029802322,0.0,7,0.0,1.0,0.0,RSTO,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,1287,1,0.0,1.0,0.0,0,0,0
6309,normal,1,105,0.0,21,255,0.7200000286102295,0.0,0.9800000190734863,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
7360,processtable,1,44,0.0,18,255,0.019999999552965164,0.10000000149011612,0.0,0.9100000262260437,0.33000001311302185,231,0.0,0.05000000074505806,0.3700000047683716,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
39196,portsweep,2,0,0.0,15,255,0.5099999904632568,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
7254,processtable,1,44,0.0,18,255,0.10999999940395355,0.10999999940395355,0.0,0.8899999856948853,0.5,228,0.0,0.009999999776482582,0.5600000023841858,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
13949,normal,1,12120,0.0,20,98,0.03999999910593033,0.0,0.009999999776482582,0.11999999731779099,0.009999999776482582,12,0.0,0.0,0.07999999821186066,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,111,1,0.0,0.0,0.0,0,0,0
15263,normal,1,14772,0.0,14,255,0.009999999776482582,0.0,0.0,0.4399999976158142,0.7799999713897705,113,0.0,0.0,0.8799999952316284,SF,0,0,0,0,1,0,0,0,40,0,0,0,tcp,0.0,0,1.0,0.0,telnet,9933,1,0.0,0.0,0.0,0,0,0
27098,portsweep,2,0,0.0,15,255,0.7400000095367432,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
9838,normal,1,105,0.0,21,255,0.3700000047683716,0.0,0.7699999809265137,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
24,normal,1,903,0.0,21,176,0.029999999329447746,0.0,0.009999999776482582,0.25999999046325684,0.0,46,0.0,0.0,0.0,SF,5,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,281,1,0.0,0.0,0.0,0,0,0
9093,normal,1,16749,0.0,20,255,0.07000000029802322,0.009999999776482582,0.0,0.07999999821186066,0.6200000047683716,20,0.0,0.10000000149011612,0.0,SF,0,0,0,0,1,0,2,0,14,0,2,0,tcp,0.0,0,1.0,0.0,telnet,2664,1,0.0,0.0,0.0,0,0,0
7410,processtable,1,44,0.0,15,255,0.019999999552965164,0.009999999776482582,0.0,0.8299999833106995,0.2800000011920929,212,0.0,0.009999999776482582,0.33000001311302185,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
2777,normal,1,105,0.0,21,255,0.5600000023841858,0.0,0.8799999952316284,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
7557,processtable,1,44,0.0,18,255,0.029999999329447746,0.11999999731779099,0.0,0.7300000190734863,0.33000001311302185,187,0.0,0.07000000029802322,0.44999998807907104,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
1500,normal,4,105,0.5,21,255,0.7200000286102295,0.0,1.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,147,2,0.0,0.0,0.0,0,0,0
6457,normal,1,6523,0.0,20,59,0.029999999329447746,0.25,0.019999999552965164,0.3199999928474426,0.019999999552965164,19,0.0,0.7900000214576721,0.05000000074505806,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,1098,1,0.0,1.0,0.0,0,0,0
12715,normal,4,105,0.5,21,255,0.699999988079071,0.0,1.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,146,2,0.0,0.0,0.0,0,0,0
127,buffer_overflow,83,2736,0.07999999821186066,2,5,0.0,0.0,0.20000000298023224,1.0,0.0,5,0.0,0.0,0.0,SF,1,0,0,0,1,0,0,0,1,0,0,0,tcp,0.0,0,0.009999999776482582,0.9900000095367432,telnet,1567,1,0.0,0.0,0.0,0,0,0
3785,normal,3,105,0.6700000166893005,21,19,0.7400000095367432,0.0,0.949999988079071,0.10999999940395355,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.6700000166893005,0.0,other,145,2,0.0,0.0,0.0,0,0,0
18258,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
5030,portsweep,2,0,0.0,15,255,0.7400000095367432,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
3030,normal,2,105,0.0,21,255,0.7400000095367432,0.0,0.9700000286102295,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,2,0.0,0.0,0.0,0,0,0
42689,normal,1,0,0.0,18,51,0.05999999865889549,0.0,0.019999999552965164,0.800000011920929,0.03999999910593033,196,0.009999999776482582,0.009999999776482582,0.009999999776482582,S2,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,1.0,smtp,0,3,1.0,0.0,0.33000001311302185,0,0,0
8595,portsweep,2,0,0.0,15,255,0.699999988079071,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
1072,normal,4,105,0.5,21,255,0.5099999904632568,0.0,0.8500000238418579,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,147,2,0.0,0.0,0.0,0,0,0
8624,normal,1,105,0.0,21,255,0.4099999964237213,0.0,0.8500000238418579,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
811,apache2,44,0,0.0,14,255,0.009999999776482582,0.7200000286102295,0.0,0.9900000095367432,0.009999999776482582,253,0.0,0.7200000286102295,0.009999999776482582,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.9800000190734863,0,1.0,0.019999999552965164,http,77344,44,0.0,0.9800000190734863,0.019999999552965164,0,0,0
22556,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
19759,normal,1,105,0.0,21,255,0.6399999856948853,0.0,0.949999988079071,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
667,normal,2,231624,0.0,20,4,0.0,0.25,0.25,1.0,0.0,4,0.0,0.25,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,X11,486700,2,0.0,0.0,0.0,0,0,0
7407,normal,2,105,0.0,21,255,0.8899999856948853,0.0,1.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,2,0.0,0.0,0.0,0,0,0
6956,normal,1,105,0.0,21,255,0.5299999713897705,0.0,0.8399999737739563,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
2085,normal,2,105,0.0,21,255,0.49000000953674316,0.0,0.9200000166893005,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,2,0.0,0.0,0.0,0,0,0
18058,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
283,warezmaster,1,599,0.0,13,213,0.029999999329447746,0.0,0.0,0.47999998927116394,0.0,103,0.0,0.0,0.0,SF,2,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,161,1,0.0,0.0,0.0,0,0,0
398,normal,5,105,0.6000000238418579,20,130,0.5400000214576721,0.0,0.800000011920929,0.009999999776482582,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.20000000298023224,0.0,other,146,1,0.0,0.0,0.0,0,0,0
4420,normal,1,105,0.0,21,255,0.46000000834465027,0.0,0.8199999928474426,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
733,normal,4,42,0.5,20,215,0.019999999552965164,0.0,0.07999999821186066,0.75,0.0,161,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.75,0.0,domain_u,99,8,0.25,0.0,0.0,0,0,0
9414,normal,4,105,0.5,21,255,0.8299999833106995,0.0,0.9900000095367432,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,147,2,0.0,0.0,0.0,0,0,0
10125,warezclient,1,2201,0.0,4,255,0.019999999552965164,0.0,0.0,0.05000000074505806,0.1599999964237213,14,0.0,0.0,0.0,SF,19,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,1012,1,0.0,0.0,0.0,0,0,0
9570,normal,4,105,0.5,21,248,0.5899999737739563,0.0,0.9599999785423279,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,146,2,0.0,0.0,0.0,0,0,0
11233,normal,1,46593,0.0,12,205,0.009999999776482582,0.0,0.0,0.5099999904632568,0.9800000190734863,104,0.0,0.0,0.9599999785423279,SF,8,0,0,0,1,0,54,0,9,0,39,0,tcp,0.0,1,1.0,0.0,telnet,2361,1,0.0,0.0,0.0,2,0,0
4349,portsweep,2,0,0.0,15,255,0.7400000095367432,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
39687,portsweep,2,0,0.0,15,255,0.5,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,netbios_ssn,1,2,0.0,1.0,0.0,0,0,0
2714,normal,1,105,0.0,21,255,0.7599999904632568,0.0,0.9900000095367432,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
192,buffer_overflow,1,18570,0.0,0,151,0.029999999329447746,0.0,0.009999999776482582,0.03999999910593033,0.0,32,0.05999999865889549,0.5299999713897705,0.0,SF,3,0,0,0,1,2,49,0,2,0,45,1,tcp,0.0,1,1.0,0.0,telnet,1713,1,0.0,0.0,0.0,0,0,0
12001,portsweep,2,0,0.0,15,255,0.6299999952316284,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
40360,portsweep,2,0,0.0,15,255,0.4300000071525574,0.8500000238418579,0.8500000238418579,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,pop_2,1,2,0.0,1.0,0.0,0,0,0
8837,normal,1,6160,0.0,20,69,0.029999999329447746,0.2800000011920929,0.009999999776482582,0.3499999940395355,0.009999999776482582,24,0.0,0.7900000214576721,0.03999999910593033,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,941,1,0.0,1.0,0.0,0,0,0
21866,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
13124,normal,1,55150,0.0,14,255,0.09000000357627869,0.009999999776482582,0.0,0.029999999329447746,0.8399999737739563,7,0.0,0.28999999165534973,0.4300000071525574,SF,0,0,0,0,1,0,0,0,18,0,0,0,tcp,0.0,0,1.0,0.0,telnet,3692,1,0.0,0.0,0.0,0,0,0
5607,normal,1,105,0.0,21,255,0.8500000238418579,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
21203,portsweep,2,0,0.0,15,255,0.6499999761581421,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
5060,warezclient,1,0,0.0,15,4,0.0,0.0,1.0,1.0,0.0,39,0.15000000596046448,0.0,0.029999999329447746,SF,3,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp_data,5133876,1,0.0,0.0,0.0,0,0,0
3916,normal,1,3431,0.0,20,39,0.10000000149011612,0.05000000074505806,0.029999999329447746,0.36000001430511475,0.0,14,0.0,0.14000000059604645,0.0,SF,0,0,0,0,1,0,0,1,1,0,0,0,tcp,0.0,0,1.0,0.0,telnet,481,1,0.0,0.0,0.0,1,0,0
4048,normal,1,18600,0.0,20,255,0.3700000047683716,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,SF,1,0,0,0,1,0,121,0,0,0,123,0,tcp,0.0,0,1.0,0.0,telnet,353,1,0.0,0.0,0.0,1,0,0
14018,portsweep,2,0,0.0,15,255,0.6800000071525574,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
17038,normal,1,105,0.0,21,255,0.8500000238418579,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
42171,portsweep,2,0,0.0,15,182,0.18000000715255737,0.3400000035762787,0.3400000035762787,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
3983,normal,2,7872,1.0,15,9,0.2199999988079071,0.4399999976158142,0.10999999940395355,0.5600000023841858,0.10999999940395355,5,0.0,0.800000011920929,0.20000000298023224,S3,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.5,0.5,IRC,390,1,0.0,0.0,1.0,0,0,0
1896,normal,2,105,0.0,21,255,0.5400000214576721,0.0,0.8700000047683716,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,2,0.0,0.0,0.0,0,0,0
31521,portsweep,2,0,0.0,15,255,0.8199999928474426,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
357,normal,1,10686,0.0,9,255,0.019999999552965164,0.0,0.0,0.25,0.800000011920929,65,0.0,0.0,0.9200000166893005,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,334,1,0.0,0.0,0.0,0,0,0
27790,normal,1,105,0.0,21,255,0.6299999952316284,0.0,0.9300000071525574,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
7278,processtable,1,44,0.0,18,255,0.10000000149011612,0.10000000149011612,0.0,0.8999999761581421,0.5,230,0.0,0.009999999776482582,0.550000011920929,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
13261,portsweep,2,0,0.0,15,255,0.6800000071525574,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
33,normal,1,903,0.0,21,88,0.05000000074505806,0.0,0.009999999776482582,0.30000001192092896,0.0,26,0.0,0.0,0.0,SF,5,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,292,1,0.0,0.0,0.0,0,0,0
13639,normal,4,105,0.5,21,255,0.7799999713897705,0.0,1.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,147,2,0.0,0.0,0.0,0,0,0
2065,apache2,13,0,0.0,14,255,0.009999999776482582,0.5400000214576721,0.0,0.9599999785423279,0.019999999552965164,244,0.0,0.5600000023841858,0.019999999552965164,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,http,55744,13,0.0,1.0,0.0,0,0,0
684,buffer_overflow,1,13392,0.0,3,255,0.7099999785423279,0.6800000071525574,0.0,0.05000000074505806,0.0,14,0.0,0.07000000029802322,0.0,SF,1,0,0,0,1,0,8,1,5,0,3,0,tcp,0.0,0,1.0,0.0,telnet,2715,1,0.0,0.0,0.0,0,0,0
6449,normal,1,8250,0.0,20,46,0.03999999910593033,0.2199999988079071,0.019999999552965164,0.25999999046325684,0.0,12,0.0,0.8299999833106995,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,790,1,0.0,1.0,0.0,0,0,0
7955,processtable,1,44,0.0,17,255,0.019999999552965164,0.009999999776482582,0.0,0.4399999976158142,0.5400000214576721,111,0.0,0.009999999776482582,0.3400000035762787,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
11565,normal,1,111864,0.0,21,8,0.25,0.11999999731779099,0.11999999731779099,0.3799999952316284,0.0,3,0.0,0.33000001311302185,0.0,SF,0,0,0,0,1,4,217,0,0,0,247,0,tcp,0.0,1,1.0,0.0,telnet,565,1,0.0,0.0,0.0,2,0,0
17864,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
37847,portsweep,2,0,0.0,15,255,0.5,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
16190,normal,4,105,0.5,21,255,0.5299999713897705,0.0,0.8999999761581421,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,145,2,0.0,0.0,0.0,0,0,0
30518,portsweep,2,0,0.0,15,255,0.699999988079071,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
236,normal,1,332,0.0,21,107,0.6600000262260437,0.6100000143051147,0.009999999776482582,0.28999999165534973,0.0,31,0.0,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,smtp,2421,2,1.0,0.0,0.0,0,0,0
7607,processtable,1,44,0.0,18,255,0.36000001430511475,0.3499999940395355,0.0,0.6100000143051147,0.49000000953674316,156,0.0,0.009999999776482582,0.8100000023841858,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
2729,normal,1,105,0.0,21,255,0.7900000214576721,0.0,0.9900000095367432,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
8105,processtable,1,15,0.0,13,255,0.7599999904632568,0.75,0.0,0.14000000059604645,0.03999999910593033,35,0.0,0.0,0.28999999165534973,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
37141,portsweep,2,0,0.0,15,255,0.5,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
7521,processtable,1,44,0.0,18,255,0.029999999329447746,0.11999999731779099,0.0,0.7699999809265137,0.33000001311302185,196,0.0,0.07000000029802322,0.4300000071525574,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
4100,normal,1,105,0.0,21,122,0.6600000262260437,0.0,0.9599999785423279,0.019999999552965164,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
